Matricula, Marca, Modelo, Ano, Dono, Codigo do Veiculo
88-QC-71, Audi, A5, 1991, 1368750, 2791
14-GE-58, Audi, A3, 2005, 10291844, 2793
03-BV-40, Audi, A4, 1997, 10196169, 2796
47-TR-00, Audi, A5, 2000, 3013229, 2800
09-RL-86, Audi, A6, 2005, 11543214, 2810
94-PU-21, Audi, A4, 1991, 7328830, 2811
07-EC-80, Audi, A6, 1999, 4051240, 2815
02-CK-24, Audi, A1, 1994, 4334752, 2816
74-IQ-18, Audi, A8, 2000, 6133862, 2823
62-SK-54, Audi, A6, 2007, 13478268, 2825
75-GN-27, Audi, TT, 1996, 9330287, 2828
81-KE-56, Audi, A3, 2007, 4787623, 2829
71-KS-44, Audi, A4, 1991, 13692279, 2830
31-DG-22, Audi, A4, 2001, 7321263, 2834
73-QL-87, Audi, A1, 2004, 11356265, 2835
21-DV-92, Audi, A2, 2000, 2440175, 2837
75-HK-85, Audi, TT, 1998, 7660988, 2844
59-HI-29, Audi, TT, 2009, 14706695, 2848
12-DA-95, Audi, A4, 2007, 9233803, 2853
71-ON-28, Audi, A3, 1999, 5410711, 2863
71-UA-61, Audi, A5, 1991, 5576402, 2865
84-KU-97, Audi, A2, 2009, 12729261, 2866
18-SR-54, Audi, A1, 2002, 8367217, 2869
89-PV-62, Audi, A3, 1997, 3320430, 2872
23-IQ-60, Audi, A6, 1999, 14810399, 2878
98-VA-20, Audi, A8, 1994, 10485669, 2879
57-RI-97, Audi, A6, 1992, 11642910, 2884
86-ET-64, Audi, A3, 1992, 7069760, 2886
20-NA-74, Audi, A2, 1997, 14170853, 2887
24-VV-64, Audi, A8, 1997, 2390363, 2889
66-KR-10, Audi, TT, 1998, 5050756, 2895
01-IM-29, Audi, A8, 2005, 14225475, 2906
46-SH-73, Audi, A3, 1992, 7162413, 2908
36-FU-16, Audi, A6, 2010, 8512124, 2912
93-HA-71, Audi, A5, 1990, 4042723, 2913
34-JH-14, Audi, A6, 1998, 8649997, 2919
34-BB-32, Audi, A8, 2001, 11543214, 2920
86-GD-21, Audi, A6, 1994, 14452130, 2927
50-FR-40, Audi, A8, 2007, 14198133, 2929
32-SN-98, Audi, A6, 2009, 8216681, 2931
61-HO-21, Audi, TT, 1990, 4183846, 2933
73-OD-90, Audi, A8, 2002, 7632671, 2940
31-HG-33, Audi, TT, 2005, 6554013, 2943
90-BH-68, Audi, A3, 2006, 4520703, 2945
49-RR-98, Audi, A4, 2009, 12111650, 2949
18-IT-84, Audi, A4, 2009, 6354423, 2950
39-CV-66, Audi, A5, 2009, 10151220, 2974
44-UG-05, Audi, A5, 2000, 4244756, 2987
23-UT-65, Audi, TT, 2008, 10714013, 3007
23-OB-94, Audi, A3, 1990, 8140577, 3009
45-VF-53, Audi, TT, 1991, 5243951, 3012
46-OL-22, Audi, TT, 1994, 3512452, 3016
91-CR-34, Audi, A6, 1991, 13172301, 3031
33-EO-05, Audi, TT, 1997, 14806321, 3035
05-LG-60, Audi, A8, 2010, 13977854, 3040
28-TK-95, Audi, A1, 1993, 1087612, 3046
05-RP-13, Audi, A5, 1996, 10490286, 3049
04-TM-78, Audi, A8, 2005, 8516292, 3055
50-EU-80, Audi, A1, 1999, 1850312, 3064
74-HE-62, Audi, A1, 1996, 5094366, 3068
34-KN-86, Audi, A1, 2007, 11044348, 3070
10-RI-47, Audi, A5, 2008, 11245108, 3076
03-QC-75, Audi, A2, 2005, 8656231, 3082
55-QF-04, Audi, A1, 1995, 14940167, 3085
12-BV-58, Audi, A8, 2008, 5142450, 3094
12-MI-98, Audi, A4, 1992, 3902775, 3096
72-OT-54, Audi, A8, 2004, 10414537, 3097
62-JL-09, Audi, A3, 2010, 3096810, 3103
79-RN-76, Audi, TT, 2006, 8780978, 3105
02-OH-30, Audi, TT, 1995, 11073182, 3108
73-ME-81, Audi, A5, 2004, 4327553, 3111
84-IA-75, Audi, A6, 1992, 11934798, 3125
33-EP-32, Audi, TT, 2004, 11259909, 3127
65-UO-19, Audi, TT, 2006, 13261491, 3138
42-LR-27, Audi, TT, 1992, 10997062, 3142
07-RJ-09, Audi, A2, 1997, 11443647, 3144
05-RJ-15, Audi, A1, 1992, 5127123, 3146
44-HP-05, Audi, A5, 2001, 3186880, 3151
48-HU-16, Audi, A1, 1996, 2087130, 3153
62-FC-83, Audi, A8, 1992, 2158629, 3156
38-LE-80, Audi, A6, 2010, 14750771, 3167
35-SU-35, Audi, A3, 1997, 10722073, 3168
63-TH-26, Audi, A4, 1993, 2134533, 3175
42-KP-12, Audi, A5, 2005, 1681925, 3177
56-LD-75, Audi, A6, 1990, 6970029, 3179
68-OB-60, Audi, A1, 2007, 5953879, 3181
03-VP-24, Audi, A6, 1992, 2159013, 3186
96-JJ-74, Audi, A1, 1993, 1693443, 3187
79-TV-09, Audi, A4, 1993, 2207821, 3188
80-OE-86, Audi, A4, 2005, 5426279, 3196
83-VI-69, Audi, TT, 1997, 8942260, 3197
44-AO-91, Audi, A3, 2010, 9282199, 3203
13-KL-64, Audi, A5, 1997, 6072572, 3206
96-CQ-75, Audi, A4, 2005, 11176993, 3207
40-QE-77, Audi, A6, 2005, 2495259, 3210
34-DD-94, Audi, A6, 2009, 6429617, 3211
27-CT-25, Audi, A4, 2002, 5242939, 3218
35-JF-92, Audi, A1, 2004, 9541319, 3219
80-EO-65, Audi, TT, 1996, 4252967, 3223
76-GQ-17, Audi, TT, 2003, 5664732, 3227
93-VF-52, Audi, A2, 1990, 9268328, 3236
39-MT-59, Audi, TT, 2008, 8823363, 3241
21-EA-72, Audi, A5, 2007, 6072572, 3245
10-ME-50, Audi, TT, 2000, 14860954, 3250
20-LJ-51, Audi, A5, 1998, 5279705, 3252
80-DP-71, Audi, TT, 1996, 10012962, 3254
02-HP-60, Audi, A8, 1992, 8198206, 3258
92-EF-96, Audi, A5, 2005, 7092639, 3280
64-ND-37, Audi, TT, 2007, 4204838, 3288
43-FE-97, Audi, A3, 1993, 3365208, 3292
99-HK-56, Audi, A6, 1999, 10504079, 3299
05-DH-57, Audi, A3, 2003, 2291851, 3317
72-FL-75, Audi, TT, 2006, 5223327, 3319
08-OC-74, Audi, A3, 1998, 4192435, 3321
10-EU-51, Audi, A6, 1991, 2274009, 3322
35-RN-89, Audi, TT, 2007, 7585633, 3323
80-QR-36, Audi, A5, 2006, 14049957, 3333
05-MS-49, Audi, A6, 2000, 1009208, 3334
72-HN-42, Audi, A3, 2000, 7980140, 3340
03-DC-46, Audi, A4, 2007, 7126087, 3344
60-KL-03, Audi, A4, 2003, 2837230, 3352
42-CA-33, Audi, A4, 2007, 8318123, 3359
34-EI-94, Audi, A8, 2010, 12560425, 3363
45-VH-27, Audi, A6, 2009, 13681780, 3372
96-AQ-14, Audi, A2, 1995, 1686440, 3376
19-VB-52, Audi, A5, 1994, 3379066, 3380
68-TJ-13, Audi, A4, 1991, 14133964, 3381
05-UA-55, Audi, A5, 2009, 6362128, 3383
63-RP-41, Audi, A5, 2002, 11359518, 3388
54-KE-93, Audi, A5, 2004, 6617573, 3392
15-KE-87, Audi, TT, 2003, 9806532, 3394
47-OC-86, Audi, A5, 1997, 11845969, 3400
58-TF-29, Audi, A6, 1995, 11240948, 3425
11-QN-38, Audi, A3, 1998, 11896618, 3426
02-MA-48, Audi, A2, 2009, 3512812, 3433
40-IQ-61, Audi, TT, 1999, 11471615, 3434
91-LH-61, Audi, A3, 2000, 6761332, 3435
40-IG-13, Audi, A4, 1995, 12350549, 3437
75-LV-33, Audi, A4, 2000, 6322344, 3439
74-JR-79, Audi, A1, 2008, 2439436, 3441
06-MG-98, Audi, A6, 2010, 5340765, 3445
28-MA-65, Audi, A5, 2007, 10335771, 3446
61-OH-88, Audi, A3, 1999, 7740884, 3450
73-VH-01, Audi, A3, 1993, 1089885, 3453
99-CJ-07, Audi, A4, 2010, 2044568, 3457
11-IN-48, Audi, A1, 2003, 2553821, 3460
75-BI-70, Audi, A3, 2000, 3981353, 3463
56-NU-82, Audi, A4, 1993, 5303793, 3466
29-FC-07, Audi, A6, 2006, 3000204, 3483
28-SV-31, Audi, A2, 2008, 11199089, 3485
12-FK-73, Audi, A1, 1993, 8857407, 3491
32-QH-93, Audi, A8, 2004, 1354167, 3492
82-HJ-14, Audi, A8, 1995, 4217698, 3494
86-SK-73, Audi, A3, 1998, 5953220, 3496
89-DL-68, Audi, A5, 2004, 1468252, 3499
30-AP-46, Audi, A6, 1990, 6876844, 3503
05-UB-07, Audi, A1, 2005, 8881986, 3504
32-TC-44, Audi, A8, 1994, 11631175, 3507
89-QH-56, Audi, TT, 1998, 10219812, 3508
03-BU-41, Audi, A8, 2008, 4388794, 3515
26-PA-09, Audi, A1, 1996, 11306301, 3522
80-LO-02, Audi, A4, 1993, 11763870, 3528
30-FF-89, Audi, A2, 2000, 4332984, 3535
30-LB-41, Audi, A3, 1993, 1716882, 3537
95-DQ-85, Audi, A5, 1996, 7033215, 3538
00-QL-36, Audi, TT, 1996, 4591778, 3539
76-IV-14, Audi, A1, 2001, 2199388, 3543
70-FH-81, Audi, A2, 1992, 3322698, 3546
20-PS-62, Audi, A3, 2009, 10254053, 3574
17-LH-25, Audi, A1, 2007, 14504515, 3582
16-SJ-15, Audi, TT, 1992, 2738458, 3590
88-QC-44, Audi, A5, 1996, 8064747, 3596
33-IT-88, Audi, A6, 1993, 14628428, 3598
86-NA-53, Audi, A5, 1997, 2572060, 3609
27-BK-86, Audi, A4, 1991, 5200609, 3614
53-UC-41, Audi, A1, 2006, 7826616, 3618
52-JV-80, Audi, A4, 2004, 7851979, 3621
95-IR-56, Audi, A3, 2003, 5587071, 3623
48-AK-86, Audi, TT, 2008, 9816016, 3624
26-UA-65, Audi, A2, 1993, 9021629, 3629
81-HM-83, Audi, A6, 1990, 11152249, 3638
15-AQ-63, Audi, A5, 1991, 10453934, 3640
59-CD-08, Audi, A3, 1999, 10151965, 3644
03-MS-55, Audi, A6, 1997, 6754538, 3655
35-TO-82, Audi, A6, 2004, 2957999, 3657
21-MI-13, Audi, A4, 1995, 3890268, 3663
17-LD-13, Audi, A8, 1991, 7813364, 3667
53-UA-68, Audi, A3, 2004, 9741822, 3672
18-QV-31, Audi, A5, 1994, 9911443, 3680
19-MC-58, Audi, TT, 2003, 8349988, 3688
06-IP-55, Audi, A4, 1995, 1708602, 3692
52-DF-71, Audi, A4, 1996, 2626675, 3697
18-CS-82, Audi, A8, 1999, 4907493, 3700
98-OK-12, Audi, A8, 1996, 2906095, 3709
64-QO-11, Audi, A6, 1993, 12749405, 3713
68-CN-89, Audi, A1, 1999, 3676666, 3721
12-UN-44, Audi, A1, 1996, 13847428, 3724
01-KB-05, Audi, A5, 2007, 6518702, 3727
98-SJ-15, Audi, A4, 2010, 4723366, 3744
78-NK-70, Audi, TT, 1993, 14194414, 3758
59-CL-33, Audi, TT, 1990, 3696720, 3769
93-DE-22, Audi, A6, 2000, 12271955, 3772
53-UO-61, Audi, A3, 1993, 10361423, 3780
20-FD-31, Audi, A1, 2001, 11190053, 3781
29-OQ-66, Audi, A6, 1995, 6572645, 3785
83-DJ-33, Audi, A6, 1999, 6704968, 3789
35-DU-30, Audi, A6, 2002, 14039397, 3792
42-SG-46, Audi, A5, 1990, 5517853, 3793
55-RE-29, Audi, A2, 1999, 8482453, 3794
79-TS-22, Audi, A5, 2000, 10343354, 3802
65-JU-39, Audi, A8, 1999, 8858628, 3805
03-GE-66, Audi, A6, 1997, 4159688, 3812
95-AK-33, Audi, A1, 2009, 5656598, 3814
89-AR-44, Audi, A5, 2010, 10261237, 3815
78-FN-73, Audi, A1, 2004, 5953879, 3816
84-HI-68, Audi, A4, 1991, 6226965, 3818
59-SS-38, Audi, A4, 2007, 11374823, 3824
07-RL-09, Audi, A6, 1999, 9452048, 3826
37-PF-82, Audi, A2, 1993, 11084269, 3836
41-MM-70, Audi, A3, 1998, 5704039, 3838
80-PK-11, Audi, TT, 2002, 2840690, 3842
20-SE-26, Audi, A6, 2007, 8794102, 3845
32-MI-77, Audi, A4, 2008, 7872008, 3876
14-CM-21, Audi, A2, 1998, 5982420, 3877
86-GF-44, Audi, A8, 2000, 1939305, 3880
95-UP-78, Audi, A2, 1998, 12182273, 3888
66-RV-83, Audi, A8, 2000, 12260968, 3893
83-GQ-93, Audi, A1, 1998, 8311377, 3894
99-VF-36, Audi, A8, 2005, 1653280, 3898
54-MQ-63, Audi, A5, 2006, 5326343, 3911
86-PD-96, Audi, A1, 2007, 6510961, 3914
80-JC-69, Audi, A3, 2003, 10262814, 3919
84-JN-74, Audi, TT, 2000, 11794891, 3921
69-IQ-96, Audi, A4, 1994, 4424618, 3924
79-AI-30, Audi, A4, 2000, 13314172, 3930
79-NJ-25, Audi, A6, 2002, 6463662, 3934
79-NS-84, Audi, TT, 2002, 3663626, 3937
42-JC-13, Audi, A8, 2003, 4050888, 3943
67-QS-83, Audi, A2, 2009, 11318522, 3945
33-ST-49, Audi, A8, 1996, 13613533, 3950
24-VO-03, Audi, A5, 2003, 7786924, 3953
10-ML-74, Audi, A4, 2000, 3925764, 3959
50-JR-70, Audi, A3, 2001, 5101044, 3963
68-PB-70, Audi, A8, 1990, 2557374, 3971
87-QL-30, Audi, A6, 1990, 4228992, 3976
55-HS-94, Audi, A6, 2002, 4657024, 3978
65-OE-27, Audi, A1, 1993, 11957012, 3980
99-UB-06, Audi, A3, 2004, 13592834, 3985
17-HM-51, Audi, A1, 1995, 7131988, 3991
39-FQ-98, Audi, A5, 2007, 1508393, 3992
72-SG-85, Audi, A5, 1991, 3890268, 3993
75-GM-56, Audi, A4, 1994, 4525207, 3996
49-SR-16, Audi, A2, 1999, 13745845, 4002
39-KP-61, Audi, A5, 2000, 8173023, 4004
16-UN-67, Audi, A2, 1995, 7167968, 4007
06-TG-63, Audi, A2, 2004, 13590232, 4011
21-HM-09, Audi, A8, 1997, 11013675, 4016
19-MQ-84, Audi, A6, 2002, 11336184, 4017
44-NB-26, Audi, A2, 1991, 2238607, 4022
13-KG-73, Audi, A2, 2004, 7487674, 4037
65-VC-78, Audi, A1, 1997, 12745361, 4039
30-RP-20, Audi, A5, 2007, 12243597, 4040
90-TK-45, Audi, TT, 2001, 4155121, 4043
71-PK-35, Audi, A4, 1994, 2985578, 4044
20-BN-21, Audi, A6, 2006, 13238707, 4051
14-VR-38, Audi, A6, 1996, 3436096, 4058
96-AV-58, Audi, A3, 1996, 2869509, 4060
23-UE-74, Audi, A4, 2004, 8553380, 4063
69-OP-30, Audi, A2, 2004, 10051683, 4067
30-VA-56, Audi, A1, 2006, 12983771, 4078
01-BD-74, Audi, A8, 1997, 10770197, 4088
12-EC-50, Audi, A6, 2006, 7558970, 4094
49-KJ-87, Audi, A6, 2002, 12161013, 4099
20-QE-47, Audi, A5, 1991, 6812109, 4102
83-LG-00, Audi, A5, 1992, 14687814, 4109
11-HO-28, Audi, A4, 2002, 6008539, 4113
34-LE-32, Audi, A1, 2007, 9686490, 4120
73-ID-10, Audi, A2, 1995, 1273431, 4125
97-QN-22, Audi, TT, 1993, 6136422, 4129
80-HR-07, Audi, A4, 1993, 7707587, 4138
16-EQ-14, Audi, A8, 2009, 3184560, 4143
22-EG-44, Audi, A6, 1999, 6362128, 4144
15-UV-24, Audi, A3, 2004, 7039768, 4145
75-TP-34, Audi, A8, 2001, 12126440, 4147
03-PP-26, Audi, TT, 2000, 3280713, 4150
12-NH-31, Audi, A5, 2009, 13632659, 4152
89-TK-01, Audi, TT, 2005, 7805261, 4154
86-EA-22, Audi, A8, 2004, 6421176, 4159
38-AT-37, Audi, A6, 2005, 7583251, 4160
61-JF-91, Audi, A4, 1993, 7966927, 4162
92-HS-85, Audi, TT, 2003, 9084095, 4172
90-RA-37, Audi, A8, 1994, 4381097, 4174
57-CI-83, Audi, A6, 2008, 13376740, 4177
43-RR-64, Audi, TT, 1991, 11574855, 4186
21-TN-37, Audi, A3, 2001, 4091584, 4192
79-OC-40, Audi, A6, 1991, 9079851, 4193
19-IR-98, Audi, A6, 2003, 7900718, 4195
80-ME-81, Audi, A8, 2003, 5079296, 4199
57-JI-92, Audi, A5, 1993, 14778329, 4201
82-JK-89, Audi, A5, 2007, 3770452, 4207
91-FS-49, Audi, A8, 1997, 10956184, 4208
66-BL-50, Audi, A4, 2010, 4299316, 4210
58-NH-58, Audi, A6, 2001, 13127628, 4218
91-VO-48, Audi, A5, 2009, 10349779, 4221
56-II-82, Audi, A6, 2006, 4217698, 4225
25-FO-44, Audi, A1, 2006, 4009361, 4241
44-NA-27, Audi, A4, 1991, 6853100, 4244
68-GM-30, Audi, A6, 2010, 9655557, 4247
03-RS-10, Audi, A3, 1994, 2596197, 4250
68-NL-42, Audi, A5, 1992, 11955474, 4257
53-AF-26, Audi, A5, 2003, 8841196, 4258
33-MT-16, Audi, A2, 2009, 2966917, 4261
55-DA-35, Audi, A5, 1992, 1607052, 4263
84-DN-60, Audi, A4, 1997, 10376794, 4273
16-PA-07, Audi, A3, 1998, 7499997, 4274
68-BL-30, Audi, A5, 1991, 11291898, 4275
88-QH-08, Audi, A5, 2001, 4767201, 4281
02-MG-17, Audi, A1, 2006, 8477812, 4288
41-FL-03, Audi, A1, 1999, 12697623, 4293
48-PJ-01, Audi, A4, 1995, 2775868, 4299
22-DA-47, Audi, A6, 2000, 5488784, 4304
97-SP-84, Audi, A3, 2005, 1248666, 4306
84-NB-49, Audi, A1, 1991, 8173023, 4316
92-JE-78, Audi, A8, 2001, 6311140, 4319
43-CP-65, Audi, A8, 1999, 1394963, 4324
56-SP-89, Audi, A2, 2000, 1691762, 4325
04-ES-26, Audi, A8, 2008, 9600879, 4329
15-GD-29, Audi, TT, 1991, 14502699, 4338
14-DM-24, Audi, A8, 1993, 1082918, 4339
95-JR-46, Audi, A5, 1999, 11995370, 4344
19-LP-51, Audi, A6, 2002, 5549876, 4359
55-LS-19, Audi, A8, 1995, 4910163, 4375
69-SO-17, Audi, A2, 1990, 6580753, 4378
54-MI-68, Audi, A4, 1997, 6851833, 4389
99-UC-93, Audi, A3, 2010, 4168036, 4390
60-JA-05, Audi, TT, 2003, 8174644, 4393
36-DI-45, Audi, A5, 1994, 13017169, 4400
49-IJ-87, Audi, A5, 2006, 8853134, 4401
36-LG-67, Audi, TT, 1996, 7138143, 4405
33-JO-11, Audi, A1, 1995, 11860234, 4415
34-IM-47, Audi, A4, 1993, 6492436, 4418
32-IN-78, Audi, A1, 1998, 8990060, 4421
55-CS-80, Audi, A1, 1993, 8416276, 4422
04-IC-44, Audi, A2, 1997, 14802787, 4432
62-TJ-72, Audi, A3, 2007, 14386919, 4435
72-OA-26, Audi, A4, 1992, 9397584, 4444
77-VA-31, Audi, A5, 1994, 6852024, 4446
01-EM-31, Audi, TT, 2001, 1561199, 4449
81-UQ-84, Audi, TT, 2008, 11504542, 4450
91-QN-44, Audi, A2, 1992, 6255111, 4452
43-KG-22, Audi, A3, 1997, 2207821, 4456
36-PS-10, Audi, A4, 1998, 1898275, 4458
62-LU-81, Audi, A8, 2001, 5824780, 4462
74-QR-25, Audi, TT, 2005, 1671161, 4468
76-HH-80, Audi, A6, 2010, 3999271, 4481
72-QK-19, Audi, A2, 1998, 2794871, 4482
26-NB-91, Audi, A3, 2003, 12069144, 4485
93-UG-59, Audi, A4, 1999, 11512973, 4490
79-QM-48, Audi, A3, 1990, 14194414, 4499
78-PF-25, Audi, A1, 2004, 1516753, 4500
79-GC-84, Audi, TT, 2001, 10786091, 4503
70-SK-09, Audi, A5, 2002, 4025418, 4504
43-LT-71, Audi, A1, 1997, 13579157, 4511
22-GN-98, Audi, A5, 2002, 11766752, 4515
19-DV-54, Audi, A5, 2002, 10608333, 4517
46-IG-31, Audi, A2, 2002, 13036060, 4519
67-PT-53, Audi, A2, 1991, 12082803, 4524
62-NV-84, Audi, A5, 2010, 7432173, 4527
22-QQ-32, Audi, A3, 1996, 5054884, 4537
66-UN-63, Audi, TT, 1992, 2399596, 4541
20-VF-87, Audi, A2, 2006, 9989046, 4544
15-TF-34, Audi, A8, 2007, 14300219, 4550
37-AE-06, Audi, A6, 1998, 3370213, 4551
81-VJ-82, Audi, TT, 2002, 5222950, 4555
16-LL-23, Audi, A3, 2004, 6509326, 4561
49-JU-11, Audi, A1, 1993, 7734556, 4564
56-DR-06, Audi, A2, 2009, 11383856, 4572
18-PN-30, Audi, A4, 1996, 8823363, 4579
77-PH-86, Audi, A5, 1998, 4951898, 4582
07-KP-42, Audi, A3, 2000, 4855624, 4583
41-KE-39, Audi, TT, 1992, 2631075, 4592
72-BH-87, Audi, A2, 2007, 3765053, 4597
40-GB-85, Audi, A8, 1990, 10563922, 4610
25-RE-76, Audi, A6, 2004, 1414657, 4623
99-JJ-53, Audi, A6, 1992, 1699559, 4624
27-FA-56, Audi, A8, 2003, 3139036, 4627
35-RJ-17, Audi, A3, 1997, 3192982, 4629
02-VJ-29, Audi, A4, 1998, 7850239, 4635
64-LJ-58, Audi, A1, 2002, 13581579, 4641
19-DQ-87, Audi, A2, 2010, 9336681, 4647
81-GR-90, Audi, A3, 1991, 8402684, 4648
87-GG-49, Audi, A4, 2005, 11952089, 4655
93-NJ-62, Audi, A1, 1992, 9592215, 4658
22-AG-97, Audi, A5, 2000, 11350225, 4684
35-CR-68, Audi, A4, 1992, 4509590, 4688
53-SO-56, Audi, A2, 1990, 6761332, 4690
69-AI-32, Audi, A1, 1995, 9566984, 4691
35-LV-62, Audi, TT, 2005, 1913316, 4706
09-SC-97, Audi, A3, 2005, 12323656, 4712
50-LM-73, Audi, A3, 1994, 8673105, 4717
48-BC-95, Audi, A1, 2005, 4381097, 4721
88-TT-40, Audi, A5, 1997, 13271308, 4724
93-CJ-09, Audi, A2, 2008, 3288580, 4733
27-DT-52, Audi, A6, 1993, 9688961, 4734
33-FJ-80, Audi, TT, 1998, 8159965, 4756
92-IV-73, Audi, TT, 2009, 13541626, 4769
45-OA-12, Audi, A5, 1992, 3630544, 4779
93-UG-37, Audi, A1, 2000, 14160433, 4781
48-JQ-84, Audi, A4, 1999, 9039461, 4786
67-OK-76, Audi, A3, 1998, 10246431, 4791
61-DM-35, Audi, A4, 2009, 6453022, 4793
24-GS-25, Audi, A8, 1990, 13745478, 4805
33-JP-62, Audi, A1, 1993, 2290858, 4814
13-ND-97, Audi, A1, 2000, 14599744, 4822
44-SB-18, Audi, A3, 2004, 8805818, 4828
06-VC-69, Audi, A2, 2002, 9054494, 4830
53-NO-28, Audi, A8, 1997, 11144143, 4833
48-IQ-73, Audi, A6, 2002, 1657679, 4838
69-LK-30, Audi, A5, 1998, 3741539, 4841
13-VU-66, Audi, A5, 1992, 14545854, 4848
26-DP-21, Audi, A8, 2006, 1813641, 4849
95-UA-74, Audi, A6, 2010, 1902362, 4853
67-LI-30, Audi, A8, 2000, 10510789, 4856
93-UH-80, Audi, A4, 1990, 8805818, 4858
75-DI-69, Audi, A6, 2009, 6492444, 4859
92-JL-35, Audi, A8, 2004, 12572285, 4873
35-FN-63, Audi, A1, 2004, 3260350, 4880
64-CQ-43, Audi, A4, 2004, 11870080, 4884
88-VB-05, Audi, TT, 1998, 11384800, 4891
14-LE-42, Audi, A3, 2009, 4437897, 4897
41-LF-40, Audi, A8, 1998, 1494489, 4900
85-LB-32, Audi, A5, 1995, 14392607, 4902
09-EV-22, Audi, A2, 2009, 10312534, 4905
38-TC-09, Audi, A4, 2008, 1790231, 4906
02-UN-94, Audi, TT, 1992, 1778755, 4916
83-LT-59, Audi, TT, 1998, 5634811, 4925
30-NJ-91, Audi, A1, 2007, 3668409, 4928
10-JE-34, Audi, A8, 2007, 11410190, 4931
18-HT-41, Audi, A3, 1990, 9751400, 4937
71-JD-19, Audi, A1, 1993, 10528019, 4950
47-JL-76, Audi, A6, 1998, 12628860, 4954
89-TA-44, Audi, A4, 1997, 6316305, 4960
51-PP-98, Audi, A4, 2008, 13990560, 4962
72-TA-70, Audi, A6, 2004, 12798919, 4968
47-SR-57, Audi, A1, 1995, 13550371, 4971
57-GA-41, Audi, A6, 1999, 10335771, 4977
88-DE-64, Audi, A2, 2001, 4951898, 4986
09-QI-27, Audi, A6, 2009, 13064839, 4987
66-FA-42, Audi, TT, 2006, 3260350, 4990
27-VE-86, Audi, A4, 1994, 9886048, 4992
57-QU-17, Audi, A2, 2001, 2232150, 4997
36-NB-17, Audi, A1, 1996, 1965646, 5000
99-QC-93, Audi, A2, 1995, 7744420, 5009
94-SD-47, Audi, A8, 2003, 6787896, 5018
12-JI-77, Audi, A2, 2007, 2229377, 5022
39-ED-89, Audi, A6, 1998, 1508393, 5025
43-SU-27, Audi, A4, 2009, 3787158, 5032
50-VG-80, Audi, A1, 1994, 1724970, 5036
99-NC-13, Audi, A1, 2004, 4391937, 5037
82-NI-35, Audi, A6, 2000, 6554013, 5041
03-UB-29, Audi, A8, 2000, 7208918, 5042
14-BO-37, Audi, A2, 1994, 9401198, 5049
47-PH-58, Audi, A2, 1997, 8984398, 5051
40-LK-43, Audi, A4, 2006, 4631231, 5052
22-SB-77, Audi, A1, 1999, 7767800, 5056
33-UD-28, Audi, A1, 1994, 12604925, 5064
17-VP-03, Audi, TT, 2007, 12282837, 5066
42-IJ-66, Audi, A1, 2005, 3940354, 5067
23-NJ-85, Audi, A1, 1990, 11011397, 5075
44-KL-49, Audi, A5, 1998, 14475720, 5079
42-VM-05, Audi, A4, 1998, 5474680, 5082
49-FD-05, Audi, A4, 2009, 12723592, 5090
10-HF-95, Audi, A6, 1994, 8315533, 5094
35-NM-38, Audi, A6, 2005, 6815991, 5108
93-HF-02, Audi, TT, 1992, 14488358, 5110
30-VV-96, Audi, A3, 1997, 9867517, 5125
90-VQ-32, Audi, TT, 2007, 11694682, 5126
71-DI-26, Audi, A1, 2007, 2309566, 5131
88-JD-02, Audi, A4, 1999, 6181068, 5133
30-TM-10, Audi, A5, 1992, 5797679, 5138
40-KA-45, Audi, A8, 2008, 8740055, 5152
86-JT-23, Audi, A5, 1993, 3199659, 5154
59-MQ-98, Audi, A4, 1998, 9268058, 5156
23-BG-07, Audi, A5, 2002, 5703764, 5158
15-PT-68, Audi, A2, 2008, 11398067, 5159
13-EV-52, Audi, A1, 2004, 4997045, 5162
98-QS-16, Audi, A3, 2006, 12441609, 5165
74-KS-91, Audi, A1, 2009, 14687814, 5173
04-KL-38, Audi, A1, 2006, 1840804, 5178
09-FS-55, Audi, A8, 2004, 11426112, 5185
86-UQ-26, Audi, TT, 2008, 14767746, 5186
07-SL-24, Audi, A6, 2010, 9553508, 5189
58-FJ-09, Audi, A8, 2004, 10818890, 5191
07-QM-02, Audi, TT, 1996, 4060166, 5193
05-RE-30, Audi, A8, 1996, 9289160, 5195
17-VM-74, Audi, A1, 1999, 5169462, 5196
80-VA-46, Audi, A6, 1992, 10959743, 5200
67-FI-66, Audi, A4, 2007, 11752954, 5207
83-IG-40, Audi, A1, 2002, 2278846, 5209
61-PA-36, Audi, TT, 2002, 13138298, 5213
73-KC-04, Audi, A8, 1994, 10415258, 5217
62-LG-40, Audi, A6, 1991, 9954809, 5239
50-CH-06, Audi, A2, 1996, 4048846, 5247
98-FG-69, Audi, A5, 2008, 6272518, 5273
45-AB-37, Audi, A5, 2006, 1023346, 5274
14-LP-98, Audi, A5, 2006, 7328174, 5310
23-PV-26, Audi, A3, 1991, 2038000, 5314
72-PK-10, Audi, A1, 1991, 3985106, 5315
13-CK-31, Audi, A5, 2003, 3335697, 5319
46-SK-27, Audi, A1, 1994, 1532141, 5320
05-UB-18, Audi, A2, 2002, 8537787, 5321
16-BE-25, Audi, TT, 1990, 6087497, 5326
98-UM-73, Audi, A8, 1996, 10599011, 5327
49-DH-37, Audi, A6, 1993, 9358084, 5334
80-AT-53, Audi, A2, 1992, 6625019, 5335
